Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames,,,,,,
648,11426903,Sung Kiim,3/22/2024 0:07,0.1263,34,sungkiim,,,,,,
649,11676843,Nicolas BLANC,3/2/2024 6:15,0.12631,8,nicowhite,,,,,,
650,11838519,ChrisE #2,3/28/2024 11:08,0.12632,6,chrise62,,,,,,
651,11911709,Truong Pham Nhat,4/14/2024 16:00,0.12632,2,truongphamnhat,,,,,,
652,7839787,Ayman M.,4/24/2024 13:35,0.12635,3,csmohamedayman,,,,,,
653,11691330,Mochamad Rifqi Nur Azhari,3/26/2024 16:14,0.12635,36,irahza,,,,,,
654,11707710,Naji Idriss,3/17/2024 19:56,0.12638,2,najiid,,,,,,
655,11873443,Nodo,4/3/2024 11:06,0.12642,1,yokoinodoka,,,,,,
656,11715324,Lewin224,3/2/2024 16:07,0.12643,3,lewin224,,,,,,
657,11894466,manoj kumar #4,4/11/2024 20:06,0.12646,3,mk3600,,,,,,
658,11661739,Khristine Haydukivska,3/24/2024 17:15,0.12648,12,khristinehaydukivska,,,,,,
659,11841542,Mohit Bhimrajka,4/20/2024 16:28,0.1265,63,mohitbhimrajka,,,,,,
660,11797669,JoseTroya,3/18/2024 19:29,0.12651,2,josetroyatoscano,,,,,,
661,11730151,bewitchingbro,4/9/2024 13:03,0.12652,15,bewitchingbro,,,,,,
662,11804994,Boiledeggsy,3/25/2024 8:42,0.12654,8,boiledeggsy,,,,,,
663,11866995,Vinicius Viana Vieira,4/11/2024 2:00,0.12654,5,viniciusvianavieira,,,,,,
664,11699595,Ginzex,3/10/2024 21:44,0.12655,5,ginzex,,,,,,
665,11713717,Ritvik Kumar,3/5/2024 15:35,0.12655,1,ritvikk,,,,,,
666,11624253,SyedaRiz3110,3/11/2024 0:44,0.12658,38,syedariz3110,,,,,,
667,8741916,Hooooong,3/8/2024 8:29,0.1266,4,hooooong,,,,,,
668,12001885,Jun Xian Wong,4/23/2024 8:44,0.12661,2,junxianwong,,,,,,
669,11848396,youssra yassein,3/29/2024 15:06,0.12662,13,youssrayassein,,,,,,
670,11595128,williamlim.wil,3/5/2024 12:47,0.12663,10,williamlimwil,,,,,,
671,11876098,Mingxuan Xu,4/6/2024 14:02,0.12664,24,schumming,,,,,,
672,7915049,ali badri,4/19/2024 15:34,0.12664,1,alibadri,,,,,,
673,11693511,kaito414,4/10/2024 2:41,0.12667,5,kaito414,,,,,,
674,7962586,Aina Temiloluwa,4/22/2024 15:59,0.12672,21,ainatemiloluwa,,,,,,
675,10367100,Giyu Tomioka,3/6/2024 9:44,0.12673,26,ntnjohnwickdev,,,,,,
676,11792160,AdenDS,3/31/2024 22:49,0.12675,24,adends,,,,,,
677,11902581,Mitko Stoychev,4/21/2024 13:56,0.12676,10,mitkostoychev,,,,,,
678,11604521,[Deleted] 4655f122-f914-4523-88d7-6ecd256be9f4,2/28/2024 0:00,0.12677,4,del=cea909b2faadadf0,,,,,,
679,11812935,Ons Hadrich,3/30/2024 12:39,0.12677,1,onshadrich,,,,,,
680,11004451,Omar Mohamed #3,4/19/2024 17:50,0.12678,11,omarmohamed89,,,,,,
681,11863459,ykit,4/2/2024 1:55,0.12679,4,tanakataro73,,,,,,
682,11854451,Yassin Ben Abdallah,3/29/2024 21:28,0.12679,1,yassinbenabdallah,,,,,,
683,11778108,Myriam Abouda,3/30/2024 8:15,0.12679,2,myriamabouda,,,,,,
684,11804677,dx pp,3/20/2024 1:51,0.12682,2,ppdxxx,,,,,,
685,12001856,Neuracal,4/24/2024 9:02,0.12686,5,neuracal,,,,,,
686,11680493,Jasitha Thilakarathne,3/10/2024 11:03,0.12689,1,jasithathilakarathne,,,,,,
687,11892207,주의ㅇㅏ,4/9/2024 1:06,0.12689,1,jangjjjk,,,,,,
688,11937207,Tori Xiao,4/16/2024 20:34,0.12689,6,torixiao,,,,,,
689,11799886,Haozhan Cai,3/19/2024 6:32,0.12689,8,haozhancai,,,,,,
690,7031372,jaehyuk.L,4/13/2024 16:11,0.12692,2,jaehyukl,,,,,,
691,10219981,heaminn,3/20/2024 3:21,0.12695,11,heaminn,,,,,,
692,11943988,Kyle Marks,4/17/2024 2:30,0.12698,10,kmarks04,,,,,,
693,11866899,mrnaek,4/2/2024 22:03,0.12698,18,mrnaek,,,,,,
694,12002296,Leafen,4/25/2024 13:43,0.12699,7,leafen,,,,,,
695,11955621,Kenneth Manning,4/16/2024 5:37,0.12702,9,kehmanningbackup123,,,,,,
696,11937992,Nikita Chowdree,4/17/2024 3:45,0.12702,25,"kennethmanning,nataliexwang,nikitachowdree",,,,,,
697,5868098,zms8153,3/10/2024 8:20,0.12702,6,zms8153,,,,,,
698,11766263,hamhamin,3/20/2024 4:29,0.12704,17,hamhamin,,,,,,
699,11603939,Kev Patel,4/19/2024 1:29,0.12705,31,kevpatel14,,,,,,
700,11776960,Baurzhan Toktabekov,3/15/2024 11:18,0.12705,20,baurzhantoktabekov,,,,,,
701,12016221,Vera Velikoborets,4/26/2024 13:15,0.12708,3,veravelikoborets,,,,,,
702,11659225,Alex Kotymán,3/2/2024 14:56,0.12708,5,alexkotymn,,,,,,
703,11768978,Юрий Гусев,3/12/2024 20:41,0.12714,1,mateomiller,,,,,,
704,11758052,Matthew Noskov,3/12/2024 21:12,0.12714,2,matthewnoskov,,,,,,
705,11715089,ricopen,3/20/2024 7:23,0.12714,26,ricopen,,,,,,
706,11753956,Mustafa54635638,3/10/2024 15:53,0.12716,15,mustafa54635638,,,,,,
707,11788229,lwz,3/31/2024 11:15,0.12716,34,bihbdqkywv,,,,,,
708,11578490,Suraj B A,4/13/2024 14:32,0.12717,44,suraj05032000,,,,,,
709,11768454,Y.Saito,4/24/2024 15:35,0.12718,83,satoshinakamoto2023,,,,,,
710,11202890,thiên hoàng,4/2/2024 4:33,0.12723,57,kirito1sasa,,,,,,
711,12006725,sheeps black,4/24/2024 2:52,0.12728,2,sheepsblack,,,,,,
712,11927208,Gabrielle Love,4/17/2024 2:34,0.12733,10,gabriellelove,,,,,,
713,11776911,Tuna Emir Kandemir,3/14/2024 10:08,0.12735,1,tunaemirkandemir,,,,,,
714,11964521,Nhi Nguyễn,4/19/2024 14:20,0.12738,1,ndvnhii,,,,,,
715,11616941,Rishi Nippani,3/1/2024 1:47,0.1274,5,rishinippani,,,,,,
716,11794462,SayZC25,4/14/2024 3:10,0.1274,4,sayzc25,,,,,,
717,7823518,BJ Acharya,4/11/2024 9:10,0.12744,7,bjacharya,,,,,,
718,11897878,Janis,4/5/2024 16:00,0.12745,1,janisfluri,,,,,,
719,11957914,lx2023049028,4/16/2024 12:03,0.12745,1,lx2023049028,,,,,,
720,11861689,Hiba Kabeda,3/30/2024 19:45,0.12747,1,hibakabeda,,,,,,
721,10938626,Jack Healings,4/8/2024 16:00,0.12747,1,jackhealings99,,,,,,
722,10447710,YoonJuhan,3/13/2024 11:12,0.12748,1,yoonjuhan,,,,,,
723,11943958,jr9NwWfJ19F9,4/13/2024 23:59,0.12748,1,jr9nwwfj19f9,,,,,,
724,11245234,Soumya #3,3/20/2024 16:48,0.12752,1,soumyanayak345,,,,,,
725,10686265,Mingtao Zheng,4/20/2024 15:36,0.12755,2,mingtaozheng,,,,,,
726,6318926,Amit Naidu,4/27/2024 15:11,0.12755,1,amitnaidu,,,,,,
727,11985667,liujiali,4/20/2024 10:30,0.12758,1,carrie1998,,,,,,
728,11922172,Fel1of,4/11/2024 12:22,0.12759,1,fel1of,,,,,,
729,11776699,cccccc92,3/14/2024 9:41,0.12759,5,cccccc92,,,,,,
730,11798379,artoom,3/19/2024 21:09,0.12761,1,artoom,,,,,,
731,11909321,Qthr,4/8/2024 20:25,0.12763,2,qthrds,,,,,,
732,11745919,UeyeOpen,3/8/2024 3:56,0.12764,1,"benchung1991,rexchang0921,weicheng2138",,,,,,
733,11909561,FERDINAND PARK,4/11/2024 1:23,0.12765,5,ferdinandpark,,,,,,
734,11866180,guoyun,4/16/2024 16:03,0.12765,35,guoyun123,,,,,,
735,11793495,wxyemma,3/20/2024 10:37,0.12765,3,wxyemma,,,,,,
736,5959178,Miko,3/17/2024 7:39,0.12766,1,yawenchen,,,,,,
737,11740348,Wony123,3/7/2024 7:57,0.12767,5,wony123,,,,,,
738,11562872,Amir Pasagic,3/27/2024 9:23,0.12768,17,apasagic,,,,,,
739,11784781,Pedro Markovicz,3/20/2024 4:04,0.12768,7,pedromarkovicz,,,,,,
740,1972245,Abigel,3/6/2024 12:08,0.1277,6,abigel,,,,,,
741,11810148,Wanglunbin,3/21/2024 6:46,0.1277,1,wanglunbin,,,,,,
742,11832421,Alexey Moskov,3/26/2024 6:50,0.12771,1,alexeymoskov,,,,,,
743,11805216,PHANTOM,3/21/2024 12:12,0.12774,5,w2465891734,,,,,,
744,11712226,Rahan Popat,3/1/2024 22:43,0.12775,1,rahanpopat,,,,,,
745,11824592,medwar747,4/14/2024 3:29,0.12775,13,medwar747,,,,,,
746,11745926,axiwang,3/21/2024 2:56,0.1278,29,axiwang,,,,,,
747,11712129,Lotty Zhang,3/2/2024 20:48,0.12783,3,lottyzh,,,,,,
748,7984105,Hewarathna Ashen Iranga #2,3/20/2024 18:33,0.12783,9,ashen007,,,,,,
749,11716306,Enrique Manuel Companioni Valle,4/7/2024 2:45,0.12785,1,enriquecompanioni,,,,,,
750,11793615,HappySaten,3/22/2024 11:37,0.12785,3,happysaten,,,,,,
751,11571922,Krish Suhani,4/2/2024 6:46,0.12786,5,krishsuhani,,,,,,
752,11704108,Naidatt,3/14/2024 14:06,0.12786,32,naidatt,,,,,,
753,11847682,ALF987,4/26/2024 22:51,0.12786,15,alf987,,,,,,
754,11634015,Abigail Kremer,3/2/2024 0:03,0.12788,8,abigailkremer,,,,,,
755,11847758,YU Hirose,4/11/2024 11:37,0.12789,5,yuhirose,,,,,,
756,11776894,増田幹太,3/21/2024 3:05,0.12789,8,masukan,,,,,,
757,11830984,Aleksandar Topuzovic,3/31/2024 18:37,0.1279,34,aleksandartopuzovic,,,,,,
758,12025501,ccmcndoudou,4/27/2024 12:37,0.1279,7,ccmcndoudou,,,,,,
759,11743817,Alargum Gassim,3/14/2024 21:29,0.12791,6,alargumgassim,,,,,,
760,11691891,KeJie KJ,2/28/2024 3:33,0.12792,2,kejiekj,,,,,,
761,11777033,OlgaSh96,3/19/2024 9:10,0.12793,19,olgash96,,,,,,
762,11810399,Neilkaka,3/22/2024 2:28,0.12793,1,neilkaka,,,,,,
763,11760120,jiangjiangtao,3/12/2024 5:43,0.12793,4,jiangjiangtao2002,,,,,,
764,11750711,UmeYM,3/19/2024 8:17,0.12794,9,tetsurouumezu,,,,,,
765,11695916,damon7,2/29/2024 3:32,0.12796,2,leele7,,,,,,
766,11904634,Abhinav Garg #4,4/8/2024 3:18,0.12798,17,abhinav4192,,,,,,
767,11828163,TeamF,4/5/2024 5:21,0.12801,23,samchow613,,,,,,
768,11372107,kocak&kabatas,3/25/2024 11:41,0.12803,3,"kaankocak,mehmetsalihkabatas",,,,,,
769,11909911,G103,4/16/2024 3:44,0.12804,10,"qucphng,rhystruong,tnhan1806",,,,,,
770,11716702,jtran2k,4/14/2024 22:17,0.12805,14,jtran2k,,,,,,
771,11603944,Leisha Totani,3/28/2024 3:09,0.12807,13,leishatotani,,,,,,
772,11793668,soso,3/19/2024 7:53,0.12807,6,yayasoso,,,,,,
773,11766986,biabubiabu,3/12/2024 12:37,0.12809,2,biabubiabu,,,,,,
774,11922157,joncmu,4/9/2024 22:12,0.1281,1,joncmu,,,,,,
775,11964740,Steve Simons,4/17/2024 13:33,0.12811,3,stevesimons,,,,,,
776,11784277,mjm06,4/5/2024 19:32,0.12812,10,mjm06294163,,,,,,
777,11757677,Abdelrahman Alsaify,3/10/2024 16:17,0.12812,2,abdelrahmanalsaify,,,,,,
778,11687469,Rustam Rasimovich,3/4/2024 16:07,0.12816,7,ruvn1fgas,,,,,,
779,11836726,fangruoyiyiyi,3/27/2024 12:28,0.12816,9,fangruoyiyiyi,,,,,,
780,11767161,Nirvana87,3/15/2024 15:32,0.12819,4,nirvana87,,,,,,
781,8592427,M Ahmedgbi,3/9/2024 15:39,0.1282,14,mahmedgbi,,,,,,
782,11698740,Raúl Cánovas,3/4/2024 16:48,0.1282,17,ralcnovas,,,,,,
783,11795445,Magatte Niang THIOUNE,3/18/2024 9:22,0.12821,32,"adjasarr,canita,louiselepercq,magatteniangthioune",,,,,,
784,11701784,elt,3/8/2024 3:53,0.12822,4,xxelxt,,,,,,
785,11757157,Nguyễn Hoàng Tâm,4/2/2024 17:29,0.12822,1,nghtamm2003,,,,,,
786,11389889,Lương Ngọc Tuấn,4/2/2024 17:36,0.12822,1,lngngctun,,,,,,
787,11718852,Joseph Bentley63,3/26/2024 19:53,0.12824,31,josephbentley63,,,,,,
788,11115009,Dr. Programmer,4/5/2024 10:08,0.12824,14,drkaggle22,,,,,,
789,10242576,Chrysamei Simbo,4/17/2024 0:17,0.12824,1,chrysameisimbo,,,,,,
790,11913310,saswatms,4/10/2024 5:13,0.12826,1,saswatms,,,,,,
791,11943259,Kirtan Bhavsar,4/16/2024 20:56,0.12827,3,kirtanbhavsar8888,,,,,,
792,10680060,Chetan chetu,4/19/2024 12:36,0.12828,13,chetanchetu,,,,,,
793,6530986,nethinwei,3/2/2024 13:42,0.12833,2,nethinwei,,,,,,
794,11993471,Jose Marimon,4/22/2024 18:00,0.12835,2,jmmarimon,,,,,,
795,11731890,Corentin Dubois,3/5/2024 22:57,0.12835,5,corentindubois,,,,,,
796,11911325,yangliping,4/10/2024 3:03,0.12838,9,yangliping,,,,,,
797,11820755,李霄de若怡,3/28/2024 5:08,0.12838,33,li15579130979,,,,,,
798,11997305,GoYoshida,4/23/2024 5:42,0.12839,3,goyoshida,,,,,,
799,564125,glebmikh,3/28/2024 8:35,0.1284,1,glebmikh,,,,,,
800,11654603,alirizaercan,4/6/2024 10:58,0.12841,1,alirizaercan,,,,,,
801,11822728,SC Wang,3/24/2024 6:59,0.12842,1,wsczzz,,,,,,
802,11621501,Sudeeksha.Anil,3/2/2024 1:15,0.12843,2,sudeekshaanil,,,,,,
803,11964693,Min Ho Lim,4/20/2024 8:34,0.12843,4,minholim,,,,,,
804,11919593,hwaenr,4/16/2024 8:20,0.12843,7,hwaenr,,,,,,
805,11637210,FLeite25,4/18/2024 12:56,0.12843,4,fleite25,,,,,,
806,11474483,Ryohei Shiraki,3/18/2024 15:28,0.12844,4,ryoheishiraki,,,,,,
807,11736242,okibomu,3/7/2024 13:32,0.12846,2,okibomu,,,,,,
808,11364483,andrey fedukhin,3/12/2024 23:44,0.12846,6,andreyfedukhin,,,,,,
809,12010225,Nicolas Popov,4/26/2024 11:10,0.12847,2,nicolaspopov,,,,,,
810,11430027,Baseer Shah,3/16/2024 17:28,0.12847,16,baseershah,,,,,,
811,11987935,Sihan_Jeremy_Chen,4/23/2024 20:14,0.12848,1,sihanjeremychen,,,,,,
812,11932505,Sutton Walsh,4/17/2024 2:39,0.12849,8,suttonwalsh,,,,,,
813,11766652,SumitDeole,3/12/2024 17:08,0.12849,6,sumitdeole,,,,,,
814,11731524,EmilyWells,4/3/2024 15:57,0.12849,5,emilywells,,,,,,
815,11976096,[Deleted] e2423277-021c-4dec-aec7-af92c8fc883a,4/19/2024 10:44,0.1285,9,del=fcbe08707b1ebc69,,,,,,
816,11616555,Lab Group 1,3/1/2024 5:04,0.1285,15,somwak,,,,,,
817,5849525,YanSayfullin,4/18/2024 16:34,0.12851,1,yansayfullin,,,,,,
818,11910162,guanghuiwangsss,4/12/2024 8:23,0.12854,13,guanghuiwangsss,,,,,,
819,11976237,Skopyk,4/19/2024 12:09,0.12858,2,skopyk,,,,,,
820,11762666,olav_kaspriki,4/17/2024 6:33,0.12858,14,olavkaspriki,,,,,,
821,12015558,域元溪綮,4/26/2024 4:16,0.12858,15,qingyyx,,,,,,
822,11914249,Yaroslav Bezrukavyi,4/20/2024 1:20,0.12859,18,yaroslavbezrukavyi,,,,,,
823,11747312,Cosmos Xu,3/21/2024 3:09,0.1286,7,cosmosxu,,,,,,
824,9307220,qinmei peng,2/28/2024 7:51,0.12861,1,qinmeipeng,,,,,,
825,11709920,GCherry,3/1/2024 13:53,0.12861,1,gcherry,,,,,,
826,11729209,Talgat Azhibekov,3/5/2024 11:31,0.12861,1,talgatazhibekov,,,,,,
827,11730324,Shivam Jaiswal #4,3/5/2024 12:18,0.12861,1,shivamjai,,,,,,
828,11732379,José Sá,3/5/2024 20:22,0.12861,1,jsajsa,,,,,,
829,11720528,Lorenzo Piglia,3/5/2024 22:40,0.12861,1,lorenzopiglia,,,,,,
830,11738492,alfonso_ng3,3/7/2024 16:42,0.12861,1,alfonsong3,,,,,,
831,7616379,Thomas Ebner,3/8/2024 16:20,0.12861,1,thomasebner3,,,,,,
832,11747703,Naman Garg #2,3/11/2024 10:16,0.12861,1,namangargwork,,,,,,
833,11755674,Ken Iwamoto,3/12/2024 0:12,0.12861,2,keniwamoto,,,,,,
834,11768151,Matlock Hacker,3/12/2024 14:34,0.12861,1,matlockhacker,,,,,,
835,11793257,Kurniati Laeli Munifah,3/18/2024 1:02,0.12861,1,kurniatilaelimunifah,,,,,,
836,11812201,Adrian Tamas,3/21/2024 9:59,0.12861,1,adriantamas,,,,,,
837,8559808,Prakhar Srivastava #2,3/23/2024 21:17,0.12861,2,srivastavaprakhar07,,,,,,
838,11831812,whsprite,3/29/2024 2:40,0.12861,1,whsprite,,,,,,
839,11833789,akaliumi,3/29/2024 9:16,0.12861,1,akaliumi,,,,,,
840,11683796,filippo ferranti,3/30/2024 20:58,0.12861,1,filippoferranti,,,,,,
841,11840000,koma,4/11/2024 15:57,0.12861,2,komahere,,,,,,
842,11889536,Aaqib Javed,4/4/2024 4:19,0.12861,1,aaqib3javed,,,,,,
843,11828040,Iulian Chiru,4/5/2024 9:13,0.12861,1,iulianchiru,,,,,,
844,11891591,Bojan Sejnjanovic,4/5/2024 9:50,0.12861,1,bojansejnjanovic,,,,,,
845,11899902,Denis Smirnov #2,4/5/2024 19:26,0.12861,1,denissmirnov,,,,,,
846,11920997,Ackah Elijah Kobina,4/9/2024 17:32,0.12861,1,elijahackah,,,,,,
847,11787719,duane gadama,4/12/2024 21:16,0.12861,6,duanegadama,,,,,,
848,11949236,Marek Chadim,4/15/2024 2:33,0.12861,1,chadimmarek,,,,,,
849,10230923,Shiang Tang,4/17/2024 20:53,0.12861,1,shiangtang,,,,,,
850,11849851,Peijiwu,4/19/2024 3:32,0.12861,1,peijiwu,,,,,,
851,10643913,Ujjwal Madawat,4/21/2024 9:53,0.12861,2,ujjwalmadawat,,,,,,
852,10946763,马玉萍Y,4/21/2024 12:05,0.12861,2,mypmag,,,,,,
853,11940777,Max Getuba,4/21/2024 14:33,0.12861,1,maxgetuba,,,,,,
854,11982767,LeoZiLiu,4/21/2024 17:08,0.12861,1,leoziliu,,,,,,
855,12004767,Kammle,4/23/2024 16:54,0.12861,1,adnannahlawi,,,,,,
856,12018244,Olivier Kuijpers,4/25/2024 14:42,0.12861,1,olivierkuijpers,,,,,,
857,11324646,Anurag Negi,4/22/2024 10:43,0.12861,1,anurag150391,,,,,,
858,11872401,Lucas De Rosa24,4/11/2024 18:52,0.12862,7,lucasderosa24,,,,,,
859,11882193,kazuma #2,4/26/2024 8:44,0.12862,3,hazio7,,,,,,
860,11888969,yammok,4/26/2024 1:49,0.12866,12,velbal,,,,,,
861,11387522,Park Daniel,3/1/2024 19:44,0.12869,6,parkdaniel,,,,,,
862,11723115,Raoof Agh,3/15/2024 13:54,0.1287,14,raoofagh,,,,,,
863,11569248,Jaroslav__Ageev__2023,3/9/2024 13:32,0.1287,1,jaroslavageev2023,,,,,,
864,11766027,SARIKHA S CSE-2022,3/14/2024 18:13,0.1287,1,sarikhascse2022,,,,,,
865,11264598,Calvin Lee_3,3/6/2024 20:46,0.12871,4,calvinlee3,,,,,,
866,11949697,Ivan Wang,4/16/2024 5:44,0.12871,9,"aanyanoorani,ivanwang811,sarahfzeng",,,,,,
867,11956906,傅傅傅傅,4/16/2024 9:08,0.12872,1,aaaafh,,,,,,
868,11697436,Marta_Varochkina,2/28/2024 12:12,0.12873,1,martavarochkina,,,,,,
869,11777872,Ilfat Islamgaliev,3/15/2024 7:53,0.12875,3,ilfatislamgaliev,,,,,,
870,11784794,Usonbek Iliasov,3/15/2024 21:53,0.12875,2,usonbekiliasov,,,,,,
871,8877770,Ippei Obayashi Team,4/19/2024 10:29,0.12877,5,"kawamotoyosuke,obayashi,yasunobu",,,,,,
872,11793895,Huangmq,3/31/2024 8:59,0.12877,10,huangmq,,,,,,
873,11957012,zengyy0314,4/16/2024 9:30,0.12877,1,zengyy0314,,,,,,
874,11754386,Gustavo C. Martins,4/12/2024 22:56,0.12879,22,gustavocmartins,,,,,,
875,11967359,Kame,4/19/2024 8:14,0.12881,7,symphonickame0,,,,,,
876,11805807,WangDaYiWei,3/20/2024 10:26,0.12881,1,wangdayiwei,,,,,,
877,11805895,Hello World!,4/11/2024 6:03,0.12882,19,"cychenyue,qukexuan",,,,,,
878,11290595,Mesut Duman,3/19/2024 20:21,0.12883,1,dumanmesut,,,,,,
879,11957358,shiliang li,4/16/2024 10:37,0.12885,1,shiliangli,,,,,,
880,8904030,Ev Dawes,3/1/2024 4:49,0.12885,1,dawwzy,,,,,,
881,11716431,Karan #10,3/12/2024 1:26,0.12887,51,karan131,,,,,,
882,11934084,Jaemason Long,4/16/2024 15:36,0.12887,27,jaemasonlong,,,,,,
883,11949755,Krish Shah #2,4/16/2024 4:36,0.12887,5,krishshah165,,,,,,
884,11675532,Тима,3/10/2024 17:43,0.12889,10,freacle,,,,,,
885,11698153,yates Lee,3/17/2024 14:06,0.12891,7,yateslee,,,,,,
886,11821769,Anurag Basavaraj Bhusare,4/1/2024 7:05,0.12892,2,anuragbhusare,,,,,,
887,11968074,yanjialong,4/18/2024 3:21,0.12893,2,yanjialong,,,,,,
888,11821856,RyanGao0313,3/29/2024 1:17,0.12893,1,ryangao0313,,,,,,
889,11736959,ddaawwaa,4/27/2024 14:35,0.12893,162,ddaawwaa,,,,,,
890,11667234,SCU_Harvey + Ian,3/15/2024 1:31,0.12893,23,harveychilcott,,,,,,
891,11617008,Gabriel Cazaubieilh,3/2/2024 19:51,0.12895,6,gabrielcazaubieilh,,,,,,
892,11756512,gourav garg,3/15/2024 7:59,0.12897,2,gouravgarg1212,,,,,,
893,11735840,Striped Giraffe,4/1/2024 9:51,0.12897,5,"kalmanrobert,vladpridon",,,,,,
894,11841339,Hendrik Treitz,3/27/2024 17:16,0.12897,1,hendriktreitz,,,,,,
895,11815944,Masa100507,3/27/2024 6:10,0.12897,1,masa100507,,,,,,
896,11641619,Hwang52,3/9/2024 5:43,0.12898,6,hwang52,,,,,,
897,11631106,Armaan Kolsawala,2/29/2024 23:26,0.12899,4,armaankolsawala,,,,,,
898,10850555,Noah Kelly1,3/25/2024 23:22,0.12899,8,noahkelly1,,,,,,
899,11436284,Oguz Uzan,4/20/2024 13:35,0.129,3,oguzuzan,,,,,,
900,11948984,Cooper K44,4/17/2024 0:25,0.12902,13,cooperk44,,,,,,
901,11749229,[Deleted] af355152-cf34-426d-9101-32b1d73f0b49,3/14/2024 0:03,0.12902,12,del=2f13210d03cd623c,,,,,,
902,11649243,nekloyh,3/6/2024 0:07,0.12904,18,nekloyh,,,,,,
903,11724136,LittleLotussssssss,3/5/2024 21:45,0.12904,2,littlelotussssssss,,,,,,
904,11866935,Andrew #37,4/18/2024 13:41,0.12904,9,andrewcarras,,,,,,
905,11952528,Jojo Long19,4/16/2024 2:43,0.12904,8,jojolong19,,,,,,
906,11655319,Galadiy Razziiv,3/21/2024 12:24,0.12905,1,galadiyrazziiv,,,,,,
907,11780275,baurds,3/15/2024 0:29,0.12906,11,baurds,,,,,,
908,11701787,[Deleted] 0ce49a83-6d49-4293-93e5-38b0563d2344,3/1/2024 5:18,0.12907,12,del=832b2e4bed80def2,,,,,,
909,11710767,gnz65895,3/1/2024 16:17,0.12907,8,gnz65895,,,,,,
910,11751291,eranderson2002,3/9/2024 4:22,0.12908,3,eranderson2002,,,,,,
911,11800632,davitens,3/19/2024 9:15,0.12908,1,davitens,,,,,,
912,11782120,Saurabh Patil #2,3/19/2024 7:34,0.12909,3,saurabhpatil7197,,,,,,
913,11950015,yzhao2022,4/24/2024 19:07,0.12909,32,yzhao2022,,,,,,
914,11826083,oimo1698,4/9/2024 12:18,0.1291,1,oimo1698,,,,,,
915,11734240,praneeth rangana,3/8/2024 18:33,0.12911,6,praneethrangana,,,,,,
916,11769780,Shoji K,4/26/2024 8:44,0.12912,209,shojikan,,,,,,
917,11711646,Nouran Mostafa 25,3/7/2024 22:15,0.12913,1,nouranmostafa25,,,,,,
918,11748095,Thomas Schranz,3/8/2024 11:41,0.12914,1,tosh2ml,,,,,,
919,11860702,owenloc,4/4/2024 7:43,0.12914,24,owenloc,,,,,,
920,11953004,Son Truong,4/19/2024 10:50,0.12915,10,"dangduc411,mson232,trngkimtn,truongdinhphuoc2k,vanhoangtrinh",,,,,,
921,11766750,erenozi,3/12/2024 11:13,0.12916,4,erenozi,,,,,,
922,11919857,imen abidi (Imenjs),4/9/2024 14:07,0.12917,2,imenabidiimenjs,,,,,,
923,11687920,Dadmehr Didgar,3/4/2024 20:21,0.12918,29,dadmehrdidgar,,,,,,
924,11720600,Serena Wong,3/3/2024 20:59,0.12919,1,serry7,,,,,,
925,11869136,wangfeng12,4/8/2024 7:19,0.12919,3,wangfeng12,,,,,,
926,11807519,rohan uppal,3/23/2024 12:43,0.12921,3,rohanuppal1212,,,,,,
927,11855963,ed2608,4/1/2024 14:55,0.12925,4,ed2608,,,,,,
928,10519149,esmat rahmani,3/16/2024 7:29,0.12925,2,esmatrahmani,,,,,,
929,11894463,Virendra_369,4/11/2024 20:05,0.12926,4,virendra369,,,,,,
930,11894434,Jacob La Rue,4/24/2024 23:36,0.12926,7,jacoblarue,,,,,,
931,11828225,yumingjun,4/16/2024 4:31,0.12929,4,yumingjun,,,,,,
932,11905658,k1ss_ML,4/8/2024 9:12,0.12931,3,k1ssml,,,,,,
933,10321731,Lisardo Iniesta,4/8/2024 18:19,0.12932,9,lisardoiniesta,,,,,,
934,11777427,FUMI NISHI,4/25/2024 10:01,0.12934,62,fuminishi,,,,,,
935,11858786,Abhishek maher,4/3/2024 3:11,0.12934,4,abhishekmaher,,,,,,
936,11835667,Lizzy Miller ,4/1/2024 8:02,0.12935,7,lizzymilleruva,,,,,,
937,11981415,Adam Tomys,4/22/2024 10:36,0.12938,19,adamtomys03,,,,,,
938,11894457,Karishma Kajani,4/11/2024 20:06,0.12938,4,karishmakajani,,,,,,
939,11894165,SSMSUB,4/11/2024 20:08,0.12938,4,ssmsub,,,,,,
940,11894450,Vinay Sai Katari,4/11/2024 20:09,0.12938,6,vinay2939,,,,,,
941,11631046,Varun Srinivasan,3/2/2024 3:25,0.12941,5,varuns03,,,,,,
942,11932763,Ella Dyson,4/15/2024 2:21,0.12942,13,elladyson,,,,,,
943,11940899,Homa Abedinzadeh,4/22/2024 11:08,0.12946,3,homaabedinzadeh,,,,,,
944,11796558,Li Jiajun 2,3/22/2024 10:37,0.12946,14,lijiajun2,,,,,,
945,11714227,Bar Merchav,4/6/2024 17:31,0.12947,5,barmerchav,,,,,,
946,11716275,LRstats,3/3/2024 20:50,0.12952,5,lrstats,,,,,,
947,11962445,Bhuvi Shukla,4/25/2024 7:08,0.12952,14,bhuvishukla,,,,,,
948,11759587,natsu #3,4/25/2024 14:56,0.12956,171,namaitsu,,,,,,
949,4596363,Nanfei Sun,4/11/2024 20:05,0.12956,4,nanfeigmail,,,,,,
